	url	text	id	dot	title	published	date_raw
4220	http://neurostars.org/p/4220/	 How does nipype actually schedules and distributes node computations over available cores/threads/compute nodes when using the multiproc or the slurm plugins? In the case of mriqc, where you can specify both the number of threads you want to use for the pipeline, and the number of threads to be used for antsRegistration, how would I go about allocating an optimal number of nodes? If I allocate on	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1572fc0a6d6:153ca7c1:e3157ec0	first-story	Nipype distributed computing	Thu, 15 Sep 2016 19:22:47 GMT	published:Thu, 15 Sep 2016 19:22:47 GMT -- Received: Thu, 15 Sep 2016 21:28:57 GMT
4218	http://neurostars.org/p/4218/	Hi there, I've found some peculiar behavior with afni.retroicor(). It runs just fine, but in the temporary directory the nifti file just disappears after the computation. I can see it fine, and I can see it grow in size during analysis, but after it's done it just goes away. I'm not even using the sinker and it still disappears. Here is my code: datasource = Node(interface=nio.DataGrabber(infields	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_157294ec6af:11d32c57:e6b2a59c	first-story	AFNI.RETROICOR() deletes output	Wed, 14 Sep 2016 13:34:43 GMT	published:Wed, 14 Sep 2016 13:34:43 GMT -- Received: Wed, 14 Sep 2016 15:26:51 GMT
4214	http://neurostars.org/p/4214/	 Dear Oscar, We are under the first level process with mriqc with 481 participants. For now, SCRATCH folder occupies 65 GB and we only have 18 GB more...I would greatly appreciate if you could tell me something about the space needed for this kind of analysis. One thing I have thought is to stop the analysis once single subject level has finished...and I think this will once single pdf files for e	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15723e29744:1191d342:b656daf7	first-story	scratch space needed for mriqc	Tue, 13 Sep 2016 12:07:57 GMT	published:Tue, 13 Sep 2016 12:07:57 GMT -- Received: Tue, 13 Sep 2016 14:10:34 GMT
4197	http://neurostars.org/p/4197/	Dear Oscar, We have been testing again for two subjects in our cluster with mriqc. It seems that now it is working fine but there is nothing in logs folder and I wonder if this is what is expected. The run with two subjects has taken about 1 hour and here it is the output: In the scratch folder we have the following files: [rdacosta@node67 test_docker]$ ls scratch/work/ -lath total 3.4M drwxr-xr-x	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1570a1a64a0:a512f77:e6b2a59c	first-story	mriqc running in a cluster: outputs generated	Thu, 08 Sep 2016 12:13:33 GMT	published:Thu, 08 Sep 2016 12:13:33 GMT -- Received: Thu, 08 Sep 2016 14:01:24 GMT
4188	http://neurostars.org/p/4188/	 I've searched the posts and there was talk about implementing the realign & unwarp function of SPM. So far I haven't found it. Did anybody add it? If not I'll write it and send it to you and hopefully it gets added. Just to make sure I understand it correctly, the following must be added: class RealignUnwarpInputSpec(SPMCommandInputSpec) class RealignUnwarpOutputSpec(SPMCommandInputSpec) class Re	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15705960706:9e08e68:e3157ec0	first-story	SPM realign and unwarp implementation in nipype	Wed, 07 Sep 2016 14:20:01 GMT	published:Wed, 07 Sep 2016 14:20:01 GMT -- Received: Wed, 07 Sep 2016 16:58:20 GMT
4184	http://neurostars.org/p/4184/	Dear mriqc users, I am having the following problem while executing mriqc in the cluster...but not sure about where it is the error...any help with this would be more than grateful: [rdacosta@node67 ~]$ docker run -v /home/rdacosta/test_docker/bids/:/data -v /home/rdacosta/test_docker/scratch:/scratch -w /scratch poldracklab/mriqc:latest /data /scratch/out participant -w /scratch/work 160907-14:25	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15704f10b1f:9ac6e18:e3157ec0	first-story	Problems running mirqc using HCP	Wed, 07 Sep 2016 11:49:44 GMT	published:Wed, 07 Sep 2016 11:49:44 GMT -- Received: Wed, 07 Sep 2016 13:58:08 GMT
4182	http://neurostars.org/p/4182/	I'm trying to set up my analysis pipeline and encountered the following problem. All my data are organized according to the BIDS standard, hence my functional runs are as follows: /sub-01/ /func/sub-01_task- _run-01_bold.nii /sub-01/ /func/sub-01_task- _run-02_bold.nii /sub-01/ /anat/sub-01_acq-T1w.nii /sub-02/ /func/sub-02_task- _run-01_bold.nii ... How can i set up an iterable when not only the 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_157044c133a:8ca92df:e6b2a59c	first-story	BIDS-like iterables for subjects AND runs	Wed, 07 Sep 2016 08:54:00 GMT	published:Wed, 07 Sep 2016 08:54:00 GMT -- Received: Wed, 07 Sep 2016 10:57:57 GMT
4179	http://neurostars.org/p/4179/	" working in MNE python with .set file from EEGlab(matlab) have imported the data: x=mne.io.read_raw_eeglab('Subject1.set') trying to follow tutorials; always get this error: ""IOError: [Errno 2] No such file or directory: u'Subject1.fdt'"" One line generating the error is ln[8], here: https://plot.ly/ipython-notebooks/mne-tutorial/ The error arises basically any time the word ""time"" appears Help?!? "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_157025c4065:8f7f083:e3157ec0	first-story	MNE Python .FDT File Error	Wed, 07 Sep 2016 01:21:22 GMT	published:Wed, 07 Sep 2016 01:21:22 GMT -- Received: Wed, 07 Sep 2016 01:56:22 GMT
4177	http://neurostars.org/p/4177/	 Dear mriqc members, I am trying to implement mriqc software in a node from a HCP. We have updated the server from Centos 5. to Centros 7. in order to get the minimum kernel requisits for installing Docker. This was ok. The problem now is when I try to run the follwing command which sets the following erros: docker run -it poldracklab/mriqc:latest -v Unable to find image 'poldracklab/mriqc:latest'	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156ffc86c86:7b04884:e6b2a59c	first-story	Running mriqc in a HCP node (16GB and 16 cores) without access to internet	Tue, 06 Sep 2016 12:20:40 GMT	published:Tue, 06 Sep 2016 12:20:40 GMT -- Received: Tue, 06 Sep 2016 13:55:40 GMT
4176	http://neurostars.org/p/4176/	 Hi all, I have a situation where I have defined an entire workflow which I am now including as a part of a new, larger workflow. In the larger workflow, I perform some clustering into an unknown (ahead of time) number of clusters, then run the old workflow on each of the results. So I need to define an iterable at runtime. As suggested here https://github.com/nipy/nipype/issues/819 I have wrapped	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156f955bdcd:6384d1a:e6b2a59c	first-story	Debugging Workflows wrapped in Function MapNode (Dynamic Iterables)	Mon, 05 Sep 2016 06:42:04 GMT	published:Mon, 05 Sep 2016 06:42:04 GMT -- Received: Mon, 05 Sep 2016 07:52:41 GMT
4175	http://neurostars.org/p/4175/	Any ideas on what would cause a previously working nipype workflow to suddenly enter a node-completes-but-then-hangs state? I say it comples but hangs because a look in the scratch directory shows the saved output file, yet the workflow never continues on. Furthermore, when I just kill all jobs, no crash pkl file is generated for that node despite it (I think) being interrupted by the kill all job	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156f61c46f7:59c5e85:e6b2a59c	first-story	nipype node finishes but doesn't close out	Sun, 04 Sep 2016 15:10:27 GMT	published:Sun, 04 Sep 2016 15:10:27 GMT -- Received: Sun, 04 Sep 2016 16:51:03 GMT
4174	http://neurostars.org/p/4174/	" On our system, digital resolution and physical resolution are often confused. Originally, our DTI images are 2.2x2.2x2.2mm, but the scanner exports 0.8x0.8x2.2mm (this is an old protocol used for a long term longitudinal study). The question that is often bounced around in our group is: ""What digital resolution should be using for diffusion processing?"". Should we upsample the slice dimension to "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156e890f18d:32879b5:e3157ec0	first-story	What digital resolution should be used for diffusion processing?	Fri, 02 Sep 2016 00:18:01 GMT	published:Fri, 02 Sep 2016 00:18:01 GMT -- Received: Fri, 02 Sep 2016 01:43:48 GMT
4160	http://neurostars.org/p/4160/	"Hi When I ""import nipype"" I get the error below, what might cause it? Thanks in advance Keren Lesinger >>> import nipype Warning! ***HDF5 library version mismatched error*** The HDF5 header files used to compile this application do not match the version used by the HDF5 library to which this application is linked. Data corruption or segmentation faults may occur if the application continues. This "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156dafca2c0:8616ee:902735ce	first-story	HDF ERROR when importing nipype	Tue, 30 Aug 2016 08:17:07 GMT	published:Tue, 30 Aug 2016 08:17:07 GMT -- Received: Tue, 30 Aug 2016 10:26:45 GMT
4153	http://neurostars.org/p/4153/	 Hi all, another reference question: How do I cite Nipy (the software package, not the community) properly? I found this on researchgate: https://www.researchgate.net/publication/238805751_NIPY_an_open_library_and_development_framework_for_FMRI_data_analysis but cannot find such an article in the indicated Neuroimage issue. Thanks! Julia 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156d068cc00:65fcaa9:45cbc242	first-story	Reference for Nipy	Sun, 28 Aug 2016 08:05:42 GMT	published:Sun, 28 Aug 2016 08:05:42 GMT -- Received: Sun, 28 Aug 2016 09:09:04 GMT
4148	http://neurostars.org/p/4148/	" Dear all, Is there a detailed documentation for nipy's SpaceTimeRealigner function? I'm especially searching for the meanings of optional strings for ""slice_times"" input. What type of slice time acquisitions do these strings refer to: 'asc_alt_2_1' 'asc_alt_half' 'asc_alt_siemens' 'ascending' 'desc_alt_2' 'desc_alt_half' 'descending' Thanks in advance! "	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156c6beee1e:460b94b:db2061a7	first-story	nipy.SpaceTimeRealigner -->slice_times option description	Fri, 26 Aug 2016 09:30:19 GMT	published:Fri, 26 Aug 2016 09:30:19 GMT -- Received: Fri, 26 Aug 2016 12:06:56 GMT
4146	http://neurostars.org/p/4146/	Dear mriqc users, I have tried again and now it appears the following error I do not know what is and how to cope with it: rosalia@rosalia-PORTEGE-Z930:/ media/rosalia/Rosalia_2016$ docker run -v /media/rosalia/Rosalia_2016/bids:/data -v /media/rosalia/Rosalia_2016/outputs:/mriqc_outputs -v /media/rosalia/Rosalia_2016/scratch:/scratch -w /scratch oesteban/mriqc -B /data -o /mriqc_outputs -w /scrat	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156befce8a6:2878d30:db2061a7	first-story	New error following instructions for running mriqc	Wed, 24 Aug 2016 21:23:43 GMT	published:Wed, 24 Aug 2016 21:23:43 GMT -- Received: Wed, 24 Aug 2016 23:57:40 GMT
4145	http://neurostars.org/p/4145/	Dear mriqc users, My name is Rosalia. This is the first time I use docker and mriqc. I have followed the instructions in the main page about running docker and about running mriqc via docker. The problem come when I try to run the following command line...I have tried two times and in the two times I had the following errors I do not know how to cope with. -First error: rosalia@rosalia-PORTEGE-Z93	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156befce8a6:2878d2f:db2061a7	first-story	Forum: Problems running mirqc using an external hard disk as a path	Wed, 24 Aug 2016 21:11:28 GMT	published:Wed, 24 Aug 2016 21:11:28 GMT -- Received: Wed, 24 Aug 2016 23:57:40 GMT
4144	http://neurostars.org/p/4144/	 Hi all, I have a set of 3D PET images of brain and I did PCA on them using both nilearn MultiPCA and sklearn PCA. For nilearn MultiPCA, I'm just needed to supply the brain mask and the list of images' file path to do the PCA. I wanted to duplicate nilearn results using sklearn. For sklearn, I have to manually extract the brain images (using the same mask) and then reshape them into 1D array, fina	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156bb1e6573:190645f:db2061a7	first-story	[Nilearn] DIfference between nilearn MultiPCA and sklearn PCA	Wed, 24 Aug 2016 05:29:55 GMT	published:Wed, 24 Aug 2016 05:29:55 GMT -- Received: Wed, 24 Aug 2016 05:55:46 GMT
4142	http://neurostars.org/p/4142/	 I am going to create an automatic pipeline for incoming DICOMs to be converted to NIfTI format, but I want to make sure I use the best possible software for this, i.e. the conversion tool does not make any problems or errors for me. (We'd heard that dcm2nii sometimes 'altered' the image data, or encoded it incorrectly, or some such) I am partial to using mri_convert, but as there are many possibi	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156b406c46c:862814b:3512bc0f	first-story	Any differences between various DICOM to NIfTI conversion tools?	Mon, 22 Aug 2016 18:20:32 GMT	published:Mon, 22 Aug 2016 18:20:32 GMT -- Received: Mon, 22 Aug 2016 20:52:37 GMT
4140	http://neurostars.org/p/4140/	 Hi all, I'm dealing with a dataset which has a non-standard directory structure, and I'm wondering how best to feed the data to nipype. Specifically, my data are laid out as follows at the top level (levels below this have a simple, homogeneous labeling scheme): sub001 session20160415at170000 session20160515at170000 sub 002 session20151225at170000 session20160125at170000 etc. That is, participant	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156aede5a58:6c263f4:e6b2a59c	first-story	nipype and non-standard nested directory structures	Sun, 21 Aug 2016 20:43:15 GMT	published:Sun, 21 Aug 2016 20:43:15 GMT -- Received: Sun, 21 Aug 2016 20:50:22 GMT
4138	http://neurostars.org/p/4138/	 Freesurfer's MGZ files are supposed to be the gzipped version of MGH format files. In all my old Freesurfer files I still can do: gunzip orig.mgz to get to the uncompressed MGH file. However, in more recent files gunzip fails systematically with the following error: invalid compressed data--crc error Are you aware of any change in the way in which MGZ files are produced from MGH files in the rece	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_156a7c89892:5323377:e6b2a59c	first-story	MGZ format is an incorrectly GZipped MGH ?	Sat, 20 Aug 2016 10:16:07 GMT	published:Sat, 20 Aug 2016 10:16:07 GMT -- Received: Sat, 20 Aug 2016 11:49:16 GMT
4137	http://neurostars.org/p/4137/	NIMH is hiring a Cloud and HPC Engineer. Please spread the word! https://github.com/nih-fmrif/hpc_job_ad HIRING: CLOUD AND HPC ENGINEER The National Institute of Mental Health (NIMH) is the lead federal agency for research on mental disorders. NIMH is one of the 27 Institutes and Centers that make up the National Institutes of Health (NIH), which is responsible for all federally funded biomedical 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1569a4131b5:23b8a72:e6b2a59c	first-story	Job: Hiring: Cloud and HPC Engineer at NIMH in Bethesda, MD	Wed, 17 Aug 2016 18:58:58 GMT	published:Wed, 17 Aug 2016 18:58:58 GMT -- Received: Wed, 17 Aug 2016 20:46:19 GMT
4135	http://neurostars.org/p/4135/	 Dear all, I want to convert some raw dicom data into nifit. For that I apply dcm2nii and everything works fine. When I look at the data_type of the nifti file (fslinfo) I see that it ist INT16. I have however also other data, which were already converted to nifti, in FLOAT32. So, I would like to have both data in float. Is there a possibility to make dcm2nii to convert to float32 data? (Maybe the	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_15693cefa5a:c348cf:db2061a7	first-story	dcm2nii output data_type (INT16, FLOAT32)	Tue, 16 Aug 2016 12:35:01 GMT	published:Tue, 16 Aug 2016 12:35:01 GMT -- Received: Tue, 16 Aug 2016 14:43:50 GMT
4123	http://neurostars.org/p/4123/	A quick tutorial on how to run mriqc with docker. Preliminaries Get the Docker Engine (https://docs.docker.com/engine/installation/) Have your data organized in BIDS ( ref1 , ref2 ) Running mriqc Test that the mriqc container works correctly: run -it oesteban/mriqc -v A successful run will show the mriqc version in the last line of the output. Run it: docker run -v 	asvvdx865ekZS29zuuNNEfOY/yfHzvvxJ7EvaV1yXyU=_1567622e8fb:122fcf:99edc1d4	first-story	Tutorial: Running mriqc using docker	Wed, 10 Aug 2016 19:55:46 GMT	published:Wed, 10 Aug 2016 19:55:46 GMT -- Received: Wed, 10 Aug 2016 20:26:54 GMT
